ref='/players/playerpage/2901324?o_pos=U'data-o_pos="U">Shohei Ohtani, 2901324?o_pos=U'data-o_pos="U">Shohei Ohtan, P|UT
Daniel Palencia, 28837106, P
Jameson Fisher, 2507364, OF|UT
Dylan Phillips, 29350974, P
Randolph Gassaway, 2804028, 1B|UT
Daniel Spingola, 2920674, OF|UT
Justin Kelly, 2823669, P
Brian Schales, 2804213, 3B|UT
Enmanuel Terrero, 29085132, OF|UT
Grenny Cumana, 2171861, SS|UT
Nick Torres, 2170717, OF|UT
David Shields, 29644494, P
Zach Petrick, 2090428, P
Quincy Hamilton, 28838276, OF|UT
Malvin Pena, 26615453, P
Daniel Montesino, 26912513, OF|UT
Cole Ayers, 29687776, P
Cam Fisher, 29321926, OF|UT
Cole Zabowski, 28843230, 1B|UT
Shane Hoelscher, 2228437, 3B|UT
Dereck Salom, 28846909, SS|UT
Enrique Bradfield, 29155729, OF|UT
Cody Orr, 28840219, OF|UT
Jesse Wainscott, 29676030, P
Spencer Stockton, 29084572, P
Jake Johansen, 2066833, P
Blake Allemand, 2821165, SS|UT
Brody McCullough, 29295967, P
Ben Norman, 29091649, OF|UT
Caden Monke, 29086777, P
Will Turner, 29677744, OF|UT
Michael Benjamin, 2119305, 3B|UT
Telmito Agustin, 2749888, OF|UT
Forrest Snow, 1918579, P
Brandon Lockridge, 2932883, OF|UT
Jesus Estrada, 1603346, P
Mark Minicozzi, 1225741, 3B|UT
Dalton Stambaugh, 29084571, P
Parker Bates, 29083997, OF|UT
Zion Bannister, 28846903, OF|UT
Chris Muller, 2837270, P
Josh Almonte, 2171829, OF|UT
Jean Munoz, 29077624, P
Evan Taylor, 29355104, P
Donovan Benoit, 29086244, P
Micah Ottenbreit, 29075740, P
Daniel Marte, 28846857, OF|UT
Grant Massey, 2919941, SS|UT
Angel Bastardo, 29321887, P
Lex Rutledge, 2118850, P
Cade Bunnell, 28839450, 2B|UT
Jason Morozowski, 2226156, OF|UT
Spencer Griffin, 2836941, OF|UT
Sean Poppen, 3118726, P
Kahlil Watson, 26723808, 2B|UT
Todd Lott, 28842450, OF|UT
Henri Lartigue, 3095367, C|UT
Steve Rodriguez, 2113502, C|UT
David Kubiak, 2823741, P
River Town, 29342359, OF|UT
Chris Rotondo, 29086561, OF|UT
Greg Deichmann, 2836793, OF|UT
Wilson Soriano, 2171412, OF|UT
Jaison Chourio, 29077618, OF|UT
Bryan Pope, 29092500, P
Jose Perdomo, 29339044, SS|UT
Jorge Barrosa, 26615382, OF|UT
Ryan Johnson, 29684914, 3B|UT
Daniel McGrath, 2915536, P
Dylan Rheault, 3152859, P
Jacob Meador, 29675840, P
Darrien Miller, 29345797, C|UT
Kaylan Nicasia, 28851012, SS|UT
Boo Vazquez, 2803829, OF|UT
John King, 2837082, P
Jose Bermudez, 2821541, OF|UT
Julio Eusebio, 2921290, P
Sean Roby, 2933051, 3B|UT
Benny Montgomery, 26719576, OF|UT
Logan Salow, 2837455, P
Trey Gibson, 29687314, P
Tanner Kiest, 29342294, P
Bryce Tassin, 29342353, P
Ronnie Freeman, 2170038, C|UT
Ben Troike, 3158075, SS|UT
Grae Kessinger, 3152109, 3B|UT
Cory Taylor, 2453414, P
Noah Williamson, 28851019, OF|UT
Kyle DeBarge, 29658249, 2B|UT
Zach Watson, 26615383, OF|UT
Robert Arias, 29662258, OF|UT
Ryan Boldt, 2449455, OF|UT
Sabin Ceballos, 29295898, 3B|UT
Matt Gage, 2915698, P
Josh Caron, 29644418, C|UT
Denny Roman, 28842427, P
Victor Santos, 2829136, P
Jaden Fein, 28843184, OF|UT
Cole Phillips, 29075507, P
Joseph Kuzia, 2836024, P
Matt Svanson, 29342352, P
Aaron Shackelford, 28841666, SS|UT
Logan Cerny, 26911714, OF|UT
Jake Elliott, 2822534, P
Tres Gonzalez, 29088700, OF|UT
Victor Arias, 29658243, OF|UT
Alberto Rodriguez, 26615389, OF|UT
Chris Sharpe, 2837505, OF|UT
JJ Goss, 3117935, P
Kevin Herget, 2823303, P
Zack Weiss, 2171419, P
Christian Knapczyk, 29683786, SS|UT
Austin Wood, 2044240, P
Andrew Bechtold, 2836585, 3B|UT
Dylan Campbell, 29351810, OF|UT
Brock Jones, 29075486, OF|UT
Chris Paul, 2915618, 3B|UT
Tyler DeLoach, 2218067, P
JJ Wetherholt, 29426036, SS|UT
Brett Daniels, 2932676, P
Brett Bateman, 29342224, OF|UT
Tommy Shirley, 2171303, P
Blaine Knight, 2837089, P
Lucas Long, 2823907, P
Yoelvin Silven, 26912487, P
Chad Smith, 26635165, P
Tyler Rodriguez, 29687797, 3B|UT
Drew Strotman, 2837576, P
Christian Binford, 2167027, P
Jorbit Vivas, 2931076, 2B|UT
Brandon Eisert, 28837582, P
Bryant Flete, 2226441, 2B|UT
Thatcher Hurd, 29662225, P
Tyler Gough, 29632454, P
Josue Briceno, 29632924, C|UT
Jose De La Cruz, 26635144, OF|UT
Carson Ragsdale, 26615431, P
Mitch Ghelfi, 2804685, C|UT
Nick Podkul, 2933018, 3B|UT
Micah Bello, 2931900, OF|UT
Dakota Hawkins, 29676663, P
Braedon Karpathios, 29676027, OF|UT
Dixon Llorens, 2119871, P
Paxton Schultz, 29676039, P
Alexis Hernandez, 29350508, OF|UT
Jeral Toledo, 28843227, SS|UT
Kevin Parada, 28920014, C|UT
George Wolkow, 29322050, OF|UT
Matt Jones, 2759861, C|UT
Travis MacGregor, 26615432, P
Matt Walker, 2915893, P
Austin Bernard, 2836604, C|UT
Jake Boone, 2836629, SS|UT
Miguel Aparicio, 2821262, OF|UT
Jarryd Dale, 28840657, UT
Yorvin Pantoja, 27022827, P
Maxx Tissenbaum, 2047808, 2B|UT
Miguel Hiraldo, 3077709, 2B|UT
Charlie Madden, 2837154, C|UT
Osvaldo Abreu, 2227735, SS|UT
Evan Sisk, 2933104, P
Connor Marabell, 2228482, OF|UT
Luis Pena, 29662420, SS|UT
Tyler Brown, 2836661, P
Braden Webb, 26615450, P
Ashford Fulmer, 2227791, OF|UT
Estiven Machado, 26912510, SS|UT
Leosdany Molina, 28838047, SS|UT
Ben Williamson, 29295908, 3B|UT
Jesus Lopez, 29321977, C|UT
Tom Colletti, 2921619, P
Walter Ibarra, 1666689, SS|UT
Alex Balog, 2066835, P
Estuar Suero, 29322027, OF|UT
Luis Sanchez, 29092516, SS|UT
Derniche Valdez, 29322039, 2B|UT
Zach Muckenhirn, 3097034, P
Emerson Purroy, 29087647, SS|UT
Fineas Del Bonta-Smith, 29086085, P
Alexander Campos, 2828977, SS|UT
Diego Infante, 2829357, OF|UT
Logan Ice, 2804231, C|UT
Brian Howard, 2837010, P
Jose Izarra, 29089076, SS|UT
Kevin Comer, 2822060, P
Gunnar Hoglund, 26719618, P
Nic Kent, 29089059, SS|UT
Steven Perez, 29675799, P
Jack Neely, 29087565, P
Andres Sosa, 29079728, C|UT
Keaton Steele, 2921577, P
Cody Bolton, 2836622, P
Joseph King, 29085036, P
Michael O'Neill, 2169806, OF|UT
Jackson Miller, 26615317, C|UT
T.J. Nichting, 2837294, OF|UT
Yohairo Cuevas, 29349508, 1B|UT
Connor Curlis, 29084570, P
Layne Henderson, 28837583, P
Jacob Heyward, 3107243, OF|UT
Erick Pena, 3152067, OF|UT
Junior Garcia, 3157963, P
Tyler Kolek, 2135242, P
Tyler Friis, 2836884, 2B|UT
Brett Ash, 2780090, P
Omar Cruz, 26615433, P
Gabriel Jackson, 29342285, P
Zach Hedges, 2823270, P
Alfred Vega, 29676662, P
Deyni Olivero, 2824756, P
Michael Costanzo, 28842389, P
Zach Jacobs, 29676331, P
Mavis Graves, 29632441, P
Logan Workman, 29096144, P
Zach King, 26635151, P
Mason Janvrin, 3157970, OF|UT
Antonio Gomez, 26912470, C|UT
Sam Runion, 2052636, P
Michael Stryffeler, 28837774, P
Angel Felipe, 27022497, P
Josh Grosz, 29679428, P
Wander Javier, 2507352, SS|UT
Bayron Lora, 3151951, OF|UT
Matt Merrill, 29342309, P
Daniel Torres, 2170026, C|UT
Jason Ruffcorn, 29676332, P
Alex Hoppe, 29342278, P
Chris Berset, 1956552, C|UT
Jared King, 2169870, OF|UT
Gage Jump, 29632442, P
Dominic Abbadessa, 3158036, OF|UT
Riley Martin, 29342303, P
Mickey Gasper, 29084390, 1B|UT
Brett Kinneman, 2932853, OF|UT
Pin-Chieh Chen, 2048850, 2B|UT
Taylor Snyder, 2803483, 2B|UT
Jax Biggers, 2932281, SS|UT
Ranfi Casimiro, 2821878, P
Kai Murphy, 29090985, OF|UT
Conor Larkin, 29092532, P
Emilker Guzman, 2835966, P
Richard Castillo, 2218071, P
C.J. Stubbs, 26911661, C|UT
Daniel Ozoria, 2829092, SS|UT
Sammy Natera, 29671052, P
Logan Ratledge, 2769145, SS|UT
Jose Pujols, 2211776, OF|UT
Ricky DeVito, 29682390, P
Braxton Davidson, 2135264, OF|UT
Connor Cooke, 29092531, P
Corey Taylor, 2599643, P
Carter Jensen, 26911662, C|UT
Jordan Sanchez, 29662364, OF|UT
Malik Collymore, 2185125, OF|UT
Dustin Dickerson, 29682357, SS|UT
Bradley Jones, 2734000, 3B|UT
Gabriel Rincones, 29075688, OF|UT
Josh Stephan, 29077647, P
Justin Lange, 26615396, P
DaShawn Keirsey, 2932845, OF|UT
Nolan Hoffman, 2932819, P
Jeferson Espinal, 26913038, OF|UT
Oscar Campos, 29091131, C|UT
Irv Carter, 26911817, P
Ben Sears, 29677732, P
Franco Aleman, 29085019, P
Austen Wade, 2837644, OF|UT
Cristian More, 29092533, OF|UT
Derian Cruz, 2507359, SS|UT
Griffin Roberts, 2837408, P
Devin Saltiban, 29322016, 2B|UT
Ethan DeCaster, 2932691, P
Jean Walters, 29343014, 2B|UT
Angel Perez, 2228495, OF|UT
Dylan Hall, 29091132, P
Beycker Barroso, 29085944, C|UT
C.J. Rodriguez, 26911663, C|UT
Robbie Baker, 29084410, P
Ulices Campos, 29088485, P
Andre Granillo, 29069377, P
Alexander Ramirez, 26635159, OF|UT
Ofelky Peralta, 2507507, P
Nick Decker, 2931930, OF|UT
Eduard Santos, 2171867, P
Yunesky Sanchez, 1666695, SS|UT
Wilfredo Pereira, 2825006, P
Allan Cerda, 26861428, OF|UT
Tanner Gordon, 28862951, P
Walker Jenkins, 29157418, OF|UT
Jonathon Long, 29342301, 1B|UT
Anderson Miller, 2507903, OF|UT
Keyner Benitez, 29662208, P
John Holobetz, 29676655, P
Evan Van Hoosier, 2171184, OF|UT
Osiris German, 2835917, P
Daniel Mateo, 29091599, OF|UT
Paul Voelker, 2169646, P
Aroni Nina, 2216693, P
Aldenis Sanchez, 2829128, OF|UT
Waner Luciano, 29342302, 3B|UT
Owen Kellington, 29632443, P
Aldemar Burgos, 2228083, OF|UT
Evan Shawver, 29676333, P
Caleb Lomavita, 29644226, C|UT
Jose Rosario, 2226307, 2B|UT
Trey Riley, 2933047, P
Kyle Johnson, 2120721, OF|UT
Breckin Williams, 3101513, P
Danny Lantigua, 2868319, OF|UT
Aaron Cox, 2798056, P
Jose Espada, 29086251, P
Josh Lester, 2921561, 1B|UT
Denny Bentley, 29352614, P
Tyler Depreta-Johnson, 3102404, SS|UT
Mike Wallace, 3107898, P
Alan Rangel, 2825293, P
Evan McKendry, 29077502, P
Dylan Shockley, 29088494, C|UT
Emmanuel Mejia, 28837076, P
Jonathon Crawford, 2066304, P
Erick Leal, 29086252, P
Herard Gonzalez, 2930869, 2B|UT
Aaron Ochsenbein, 29084587, P
Blake Burke, 29676714, 1B|UT
Stephen Nogosek, 3118589, P
Wesley Jones, 2227776, 2B|UT
Matt Keating, 29086555, P
Yandel Ricardo, 29339051, SS|UT
Hosea Nelson, 2804680, OF|UT
Nick Raposo, 29077089, C|UT
Connor Sabanosh, 2921529, C|UT
Yujanyer Herrera, 29662100, P
Zander Mueth, 29295984, P
Nick Snyder, 2837535, P
Skylar Hales, 29658254, P
Casey Golden, 2836924, OF|UT
Francisco Perez, 2825028, P
Corey Wimberly, 1662094, 2B|UT
Kyle Smith, 2053578, P
Alfredo Alcantara, 29686882, SS|UT
Abimelec Ortiz, 29322000, 1B|UT
Dawel Joseph, 29339052, SS|UT
Angel Mateo, 29683434, OF|UT
Rehiner Cordova, 2803300, 3B|UT
Peter Van Loon, 29675768, P
Esteban Gonzalez, 29087228, OF|UT
Mason Erla, 29075734, P
Tyler Viza, 2826525, P
Jorge Marcheco, 29321980, P
Jack Hartman, 29675786, P
Alek Jacob, 29066644, P
Brandon Birdsell, 29476136, P
Hunter Smith, 3094396, P
Bayden Root, 29686889, P
Angel Feliz, 29662407, SS|UT
Ronny Dominguez, 2822454, OF|UT
Caden Connor, 29692374, 1B|UT
Lucas Wepf, 29342365, P
Luis Pena, 2824975, P
Dillon Dobson, 2227636, SS|UT
Shane Smith, 29342344, P
Cesar Idrogo, 28843018, 1B|UT
Mateo Gil, 2932763, SS|UT
Nick Shaw, 1958606, 2B|UT
Chris Nunn, 2122296, P
Cooper Johnson, 3157028, C|UT
Colby Woodmansee, 2766206, SS|UT
Jonathan Machado, 2910620, OF|UT
Glynn Davis, 1947818, SS|UT
Noah Cardenas, 29087618, C|UT
Matt Cronin, 3165359, P
Shane Matheny, 2837179, 3B|UT
Enmanuel Zabala, 2797630, OF|UT
Mark Kolozsvary, 2837095, C|UT
Colton Becker, 29686883, SS|UT
Connor Hujsak, 29685395, OF|UT
Yunior Marte, 3095063, P
Wyatt Lunsford-Shenkman, 29676106, P
Heriberto Hernandez, 2930884, OF|UT
Brendan Durfee, 29680250, C|UT
Jared Sundstrom, 29658266, OF|UT
Hiro Wyatt, 29295958, P
Randal Diaz, 29678298, SS|UT
Jesse Bergin, 29678048, P
Jake Adams, 2836519, 1B|UT
Hunter Schryver, 2837483, P
Robert Henry, 2836981, OF|UT
Luis Ramirez, 2825259, P
Kody Eaves, 2171052, 2B|UT
Nick Zwack, 29077348, P
Jeyner Baez, 2750019, C|UT
Abrahan Ramirez, 29679125, 2B|UT
Jackson Glenn, 28841144, 3B|UT
Matt Rose, 2226048, 1B|UT
